"","full_name","State","Party","chamber","service_period","congress","committee_type","committee_name","committee_period","start_date","end_date","parliament_path","chamber_path","member_number","committee_number","committee_path","member_path","observation_number"
"11171","Breaux, John B.","LA","Democratic","House",0,97,"Standing","173","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",140,25,"/parliament-97/chamber-1/committee-25","/parliament-97/chamber-1/committee-25.member-140",11171
"11172","Nelson, Bill","FL","Democratic","House",0,97,"Standing","181","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",140,28,"/parliament-97/chamber-1/committee-28","/parliament-97/chamber-1/committee-28.member-140",11172
"11173","Crockett, George W. Jr.","MI","Democratic","House",0,97,"Standing","184","Only",1981-01-28,1982-05-18,"/parliament-97","/parliament-97/chamber-1",140,30,"/parliament-97/chamber-1/committee-30","/parliament-97/chamber-1/committee-30.member-140",11173
"11174","Dreier, David","CA","Republican","House",0,97,"Standing","113","Only",1981-07-24,1983-01-03,"/parliament-97","/parliament-97/chamber-1",141,6,"/parliament-97/chamber-1/committee-6","/parliament-97/chamber-1/committee-6.member-141",11174
"11175","Mineta, Norman Y.","CA","Democratic","House",0,97,"Standing","173","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",141,25,"/parliament-97/chamber-1/committee-25","/parliament-97/chamber-1/committee-25.member-141",11175
"11176","Lundine, Stanley N.","NY","Democratic","House",0,97,"Standing","181","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",141,28,"/parliament-97/chamber-1/committee-28","/parliament-97/chamber-1/committee-28.member-141",11176
"11177","Hatcher, Charles F.","GA","Democratic","House",0,97,"Standing","184","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",141,30,"/parliament-97/chamber-1/committee-30","/parliament-97/chamber-1/committee-30.member-141",11177
"11178","Levitas, Elliott H.","GA","Democratic","House",0,97,"Standing","173","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",142,25,"/parliament-97/chamber-1/committee-25","/parliament-97/chamber-1/committee-25.member-142",11178
"11179","Ertel, Allen E.","PA","Democratic","House",0,97,"Standing","181","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",142,28,"/parliament-97/chamber-1/committee-28","/parliament-97/chamber-1/committee-28.member-142",11179
"11180","Wyden, Ron","OR","Democratic","House",0,97,"Standing","184","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",142,30,"/parliament-97/chamber-1/committee-30","/parliament-97/chamber-1/committee-30.member-142",11180
"11181","Oberstar, James L.","MN","Democratic","House",0,97,"Standing","173","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",143,25,"/parliament-97/chamber-1/committee-25","/parliament-97/chamber-1/committee-25.member-143",11181
"11182","Shamansky, Robert N.","OH","Democratic","House",0,97,"Standing","181","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",143,28,"/parliament-97/chamber-1/committee-28","/parliament-97/chamber-1/committee-28.member-143",11182
"11183","Eckart, Dennis E.","OH","Democratic","House",0,97,"Standing","184","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",143,30,"/parliament-97/chamber-1/committee-30","/parliament-97/chamber-1/committee-30.member-143",11183
"11184","Nowak, Henry J.","NY","Democratic","House",0,97,"Standing","173","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",144,25,"/parliament-97/chamber-1/committee-25","/parliament-97/chamber-1/committee-25.member-144",11184
"11185","Hall, Ralph M.","TX","Democratic","House",0,97,"Standing","181","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",144,28,"/parliament-97/chamber-1/committee-28","/parliament-97/chamber-1/committee-28.member-144",11185
"11186","Dorgan, Byron L.","ND","Democratic","House",0,97,"Standing","184","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",144,30,"/parliament-97/chamber-1/committee-30","/parliament-97/chamber-1/committee-30.member-144",11186
"11187","Edgar, Robert W.","PA","Democratic","House",0,97,"Standing","173","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",145,25,"/parliament-97/chamber-1/committee-25","/parliament-97/chamber-1/committee-25.member-145",11187
"11188","McCurdy, Dave","OK","Democratic","House",0,97,"Standing","181","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",145,28,"/parliament-97/chamber-1/committee-28","/parliament-97/chamber-1/committee-28.member-145",11188
"11189","Savage, Gus","IL","Democratic","House",0,97,"Standing","184","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",145,30,"/parliament-97/chamber-1/committee-30","/parliament-97/chamber-1/committee-30.member-145",11189
"11190","Bouquard, Marilyn Lloyd","TN","Democratic","House",0,97,"Standing","173","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",146,25,"/parliament-97/chamber-1/committee-25","/parliament-97/chamber-1/committee-25.member-146",11190
"11191","Dymally, Mervyn M.","CA","Democratic","House",0,97,"Standing","181","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",146,28,"/parliament-97/chamber-1/committee-28","/parliament-97/chamber-1/committee-28.member-146",11191
"11192","Roemer, Charles (Buddy)","LA","Democratic","House",0,97,"Standing","184","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",146,30,"/parliament-97/chamber-1/committee-30","/parliament-97/chamber-1/committee-30.member-146",11192
"11193","Fary, John G.","IL","Democratic","House",0,97,"Standing","173","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",147,25,"/parliament-97/chamber-1/committee-25","/parliament-97/chamber-1/committee-25.member-147",11193
"11194","Winn, Larry Jr.","KS","Republican","House",0,97,"Standing","181","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",147,28,"/parliament-97/chamber-1/committee-28","/parliament-97/chamber-1/committee-28.member-147",11194
"11195","Fary, John G.","IL","Democratic","House",0,97,"Standing","184","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",147,30,"/parliament-97/chamber-1/committee-30","/parliament-97/chamber-1/committee-30.member-147",11195
"11196","Young, Robert A.","MO","Democratic","House",0,97,"Standing","173","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",148,25,"/parliament-97/chamber-1/committee-25","/parliament-97/chamber-1/committee-25.member-148",11196
"11197","Goldwater, Barry M. Jr.","CA","Republican","House",0,97,"Standing","181","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",148,28,"/parliament-97/chamber-1/committee-28","/parliament-97/chamber-1/committee-28.member-148",11197
"11198","McDade, Joseph M.","PA","Republican","House",0,97,"Standing","184","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",148,30,"/parliament-97/chamber-1/committee-30","/parliament-97/chamber-1/committee-30.member-148",11198
"11199","Ertel, Allen E.","PA","Democratic","House",0,97,"Standing","173","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",149,25,"/parliament-97/chamber-1/committee-25","/parliament-97/chamber-1/committee-25.member-149",11199
"11200","Fish, Hamilton Jr.","NY","Republican","House",0,97,"Standing","181","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",149,28,"/parliament-97/chamber-1/committee-28","/parliament-97/chamber-1/committee-28.member-149",11200
"11201","Conte, Silvio O.","PA","Republican","House",0,97,"Standing","184","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",149,30,"/parliament-97/chamber-1/committee-30","/parliament-97/chamber-1/committee-30.member-149",11201
"11202","Evans, Billy Lee","GA","Democratic","House",0,97,"Standing","173","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",150,25,"/parliament-97/chamber-1/committee-25","/parliament-97/chamber-1/committee-25.member-150",11202
"11203","Lujan, Manuel Jr.","NM","Republican","House",0,97,"Standing","181","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",150,28,"/parliament-97/chamber-1/committee-28","/parliament-97/chamber-1/committee-28.member-150",11203
"11204","Stanton, J. William","OH","Republican","House",0,97,"Standing","184","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",150,30,"/parliament-97/chamber-1/committee-30","/parliament-97/chamber-1/committee-30.member-150",11204
"11205","Flippo, Ronnie G.","AL","Democratic","House",0,97,"Standing","173","Only",1981-02-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",151,25,"/parliament-97/chamber-1/committee-25","/parliament-97/chamber-1/committee-25.member-151",11205
"11206","Hollenbeck, Harold C.","NJ","Republican","House",0,97,"Standing","181","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",151,28,"/parliament-97/chamber-1/committee-28","/parliament-97/chamber-1/committee-28.member-151",11206
"11207","Broomfield, William S.","MI","Republican","House",0,97,"Standing","184","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",151,30,"/parliament-97/chamber-1/committee-30","/parliament-97/chamber-1/committee-30.member-151",11207
"11208","Rahall, Nick Joe II","WV","Democratic","House",0,97,"Standing","173","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",152,25,"/parliament-97/chamber-1/committee-25","/parliament-97/chamber-1/committee-25.member-152",11208
"11209","Walker, Robert S.","PA","Republican","House",0,97,"Standing","181","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",152,28,"/parliament-97/chamber-1/committee-28","/parliament-97/chamber-1/committee-28.member-152",11209
"11210","Marriott, D. Daniel","UT","Republican","House",0,97,"Standing","184","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",152,30,"/parliament-97/chamber-1/committee-30","/parliament-97/chamber-1/committee-30.member-152",11210
"11211","Applegate, Douglas","OH","Democratic","House",0,97,"Standing","173","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",153,25,"/parliament-97/chamber-1/committee-25","/parliament-97/chamber-1/committee-25.member-153",11211
"11212","Forsythe, Edwin B.","NJ","Republican","House",0,97,"Standing","181","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",153,28,"/parliament-97/chamber-1/committee-28","/parliament-97/chamber-1/committee-28.member-153",11212
"11213","Williams, Lyle","OH","Republican","House",0,97,"Standing","184","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",153,30,"/parliament-97/chamber-1/committee-30","/parliament-97/chamber-1/committee-30.member-153",11213
"11214","Ferraro, Geraldine A.","NY","Democratic","House",0,97,"Standing","173","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",154,25,"/parliament-97/chamber-1/committee-25","/parliament-97/chamber-1/committee-25.member-154",11214
"11215","Carney, William","NY","Republican","House",0,97,"Standing","181","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",154,28,"/parliament-97/chamber-1/committee-28","/parliament-97/chamber-1/committee-28.member-154",11215
"11216","Snowe, Olympia J. B.","OH","Republican","House",0,97,"Standing","184","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",154,30,"/parliament-97/chamber-1/committee-30","/parliament-97/chamber-1/committee-30.member-154",11216
"11217","Atkinson, Eugene V.","PA","Democratic","House",0,97,"Standing","173","Only",1981-01-28,1981-10-14,"/parliament-97","/parliament-97/chamber-1",155,25,"/parliament-97/chamber-1/committee-25","/parliament-97/chamber-1/committee-25.member-155",11217
"11218","Heckler, Margaret M.","NY","Republican","House",0,97,"Standing","181","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",155,28,"/parliament-97/chamber-1/committee-28","/parliament-97/chamber-1/committee-28.member-155",11218
"11219","Bereuter, Douglas K.","NE","Republican","House",0,97,"Standing","184","Only",1981-01-28,1981-04-29,"/parliament-97","/parliament-97/chamber-1",155,30,"/parliament-97/chamber-1/committee-30","/parliament-97/chamber-1/committee-30.member-155",11219
"11220","Albosta, Donald J.","MI","Democratic","House",0,97,"Standing","173","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",156,25,"/parliament-97/chamber-1/committee-25","/parliament-97/chamber-1/committee-25.member-156",11220
"11221","Sensenbrenner, F. Jas. Jr","WI","Republican","House",0,97,"Standing","181","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",156,28,"/parliament-97/chamber-1/committee-28","/parliament-97/chamber-1/committee-28.member-156",11221
"11222","Crane, Daniel B.","IL","Republican","House",0,97,"Standing","184","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",156,30,"/parliament-97/chamber-1/committee-30","/parliament-97/chamber-1/committee-30.member-156",11222
"11223","Boner, William H.","TN","Democratic","House",0,97,"Standing","173","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",157,25,"/parliament-97/chamber-1/committee-25","/parliament-97/chamber-1/committee-25.member-157",11223
"11224","Weber, Vin","MN","Republican","House",0,97,"Standing","181","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",157,28,"/parliament-97/chamber-1/committee-28","/parliament-97/chamber-1/committee-28.member-157",11224
"11225","Hiler, John P.","IN","Republican","House",0,97,"Standing","184","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",157,30,"/parliament-97/chamber-1/committee-30","/parliament-97/chamber-1/committee-30.member-157",11225
"11226","de Lugo, Ron","VI","Democratic","House",2,97,"Standing","173","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",158,25,"/parliament-97/chamber-1/committee-25","/parliament-97/chamber-1/committee-25.member-158",11226
"11227","Gregg, Judd","MN","Republican","House",0,97,"Standing","181","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",158,28,"/parliament-97/chamber-1/committee-28","/parliament-97/chamber-1/committee-28.member-158",11227
"11228","Staton, David (Mick)","WV","Republican","House",0,97,"Standing","184","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",158,30,"/parliament-97/chamber-1/committee-30","/parliament-97/chamber-1/committee-30.member-158",11228
"11229","Savage, Gus","IL","Democratic","House",0,97,"Standing","173","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",159,25,"/parliament-97/chamber-1/committee-25","/parliament-97/chamber-1/committee-25.member-159",11229
"11230","McGrath, Raymond J.","NY","Republican","House",0,97,"Standing","181","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",159,28,"/parliament-97/chamber-1/committee-28","/parliament-97/chamber-1/committee-28.member-159",11230
"11231","Weber, Vin","MN","Republican","House",0,97,"Standing","184","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",159,30,"/parliament-97/chamber-1/committee-30","/parliament-97/chamber-1/committee-30.member-159",11231
"11232","Sunia, Fofo I. F.","AS","Democratic","House",0,97,"Standing","173","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",160,25,"/parliament-97/chamber-1/committee-25","/parliament-97/chamber-1/committee-25.member-160",11232
"11233","Skeen, Joe","NM","Republican","House",0,97,"Standing","181","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",160,28,"/parliament-97/chamber-1/committee-28","/parliament-97/chamber-1/committee-28.member-160",11233
"11234","Daub, Hal","NE","Republican","House",0,97,"Standing","184","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",160,30,"/parliament-97/chamber-1/committee-30","/parliament-97/chamber-1/committee-30.member-160",11234
"11235","Roemer, Charles (Buddy)","LA","Democratic","House",0,97,"Standing","173","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",161,25,"/parliament-97/chamber-1/committee-25","/parliament-97/chamber-1/committee-25.member-161",11235
"11236","Schneider, Claudine","NM","Republican","House",0,97,"Standing","181","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",161,28,"/parliament-97/chamber-1/committee-28","/parliament-97/chamber-1/committee-28.member-161",11236
"11237","Smith, Christopher H.","NJ","Republican","House",0,97,"Standing","184","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",161,30,"/parliament-97/chamber-1/committee-30","/parliament-97/chamber-1/committee-30.member-161",11237
"11238","Donnelly, Brian J.","LA","Democratic","House",0,97,"Standing","173","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",162,25,"/parliament-97/chamber-1/committee-25","/parliament-97/chamber-1/committee-25.member-162",11238
"11239","Dunn, Jim","MI","Republican","House",0,97,"Standing","181","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",162,28,"/parliament-97/chamber-1/committee-28","/parliament-97/chamber-1/committee-28.member-162",11239
"11240","Weber, Ed","OH","Republican","House",0,97,"Standing","184","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",162,30,"/parliament-97/chamber-1/committee-30","/parliament-97/chamber-1/committee-30.member-162",11240
"11241","Kogovsek, Raymond P.","CO","Democratic","House",0,97,"Standing","173","Only",1981-02-25,1983-01-03,"/parliament-97","/parliament-97/chamber-1",163,25,"/parliament-97/chamber-1/committee-25","/parliament-97/chamber-1/committee-25.member-163",11241
"11242","Lowery, William","CA","Republican","House",0,97,"Standing","181","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",163,28,"/parliament-97/chamber-1/committee-28","/parliament-97/chamber-1/committee-28.member-163",11242
"11243","Dreier, David","CA","Republican","House",0,97,"Standing","184","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",163,30,"/parliament-97/chamber-1/committee-30","/parliament-97/chamber-1/committee-30.member-163",11243
"11244","Clausen, Don H.","CA","Republican","House",0,97,"Standing","173","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",164,25,"/parliament-97/chamber-1/committee-25","/parliament-97/chamber-1/committee-25.member-164",11244
"11245","Molinari, Guy V.","NY","Republican","House",0,97,"Standing","184","Only",1981-04-29,1983-01-03,"/parliament-97","/parliament-97/chamber-1",164,30,"/parliament-97/chamber-1/committee-30","/parliament-97/chamber-1/committee-30.member-164",11245
"11246","Snyder, M. G. (Gene)","KY","Republican","House",2,97,"Standing","173","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",165,25,"/parliament-97/chamber-1/committee-25","/parliament-97/chamber-1/committee-25.member-165",11246
"11247","Siljander, Mark D.","MI","Republican","House",0,97,"Standing","184","Only",1981-04-29,1983-01-03,"/parliament-97","/parliament-97/chamber-1",165,30,"/parliament-97/chamber-1/committee-30","/parliament-97/chamber-1/committee-30.member-165",11247
"11248","Hammerschmidt, John Paul","AR","Republican","House",0,97,"Standing","173","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",166,25,"/parliament-97/chamber-1/committee-25","/parliament-97/chamber-1/committee-25.member-166",11248
"11249","Shuster, E. G. (Bud)","PA","Republican","House",0,97,"Standing","173","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",167,25,"/parliament-97/chamber-1/committee-25","/parliament-97/chamber-1/committee-25.member-167",11249
"11250","Goldwater, Barry M. Jr.","CA","Republican","House",0,97,"Standing","173","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",168,25,"/parliament-97/chamber-1/committee-25","/parliament-97/chamber-1/committee-25.member-168",11250
"11251","Hagedorn, Thomas M.","MN","Republican","House",0,97,"Standing","173","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",169,25,"/parliament-97/chamber-1/committee-25","/parliament-97/chamber-1/committee-25.member-169",11251
"11252","Stangeland, Arlan","MN","Republican","House",0,97,"Standing","173","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",170,25,"/parliament-97/chamber-1/committee-25","/parliament-97/chamber-1/committee-25.member-170",11252
"11253","Gingrich, Newton L.","GA","Republican","House",0,97,"Standing","173","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",171,25,"/parliament-97/chamber-1/committee-25","/parliament-97/chamber-1/committee-25.member-171",11253
"11254","Clinger, William F. Jr.","PA","Republican","House",0,97,"Standing","173","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",172,25,"/parliament-97/chamber-1/committee-25","/parliament-97/chamber-1/committee-25.member-172",11254
"11255","Solomon, Gerald B.H.","NY","Republican","House",0,97,"Standing","173","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",173,25,"/parliament-97/chamber-1/committee-25","/parliament-97/chamber-1/committee-25.member-173",11255
"11256","Hollenbeck, Harold C.","NJ","Republican","House",0,97,"Standing","173","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",174,25,"/parliament-97/chamber-1/committee-25","/parliament-97/chamber-1/committee-25.member-174",11256
"11257","Deckard, H. Joel","IN","Republican","House",0,97,"Standing","173","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",175,25,"/parliament-97/chamber-1/committee-25","/parliament-97/chamber-1/committee-25.member-175",11257
"11258","Grisham, Wayne R.","CA","Republican","House",0,97,"Standing","173","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",176,25,"/parliament-97/chamber-1/committee-25","/parliament-97/chamber-1/committee-25.member-176",11258
"11259","Jeffries, James E.","KS","Republican","House",0,97,"Standing","173","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",177,25,"/parliament-97/chamber-1/committee-25","/parliament-97/chamber-1/committee-25.member-177",11259
"11260","Fields, Jack","TX","Republican","House",0,97,"Standing","173","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",178,25,"/parliament-97/chamber-1/committee-25","/parliament-97/chamber-1/committee-25.member-178",11260
"11261","Molinari, Guy V.","NY","Republican","House",0,97,"Standing","173","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",179,25,"/parliament-97/chamber-1/committee-25","/parliament-97/chamber-1/committee-25.member-179",11261
"11262","Shaw, E. Clay Jr.","FL","Republican","House",0,97,"Standing","173","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",180,25,"/parliament-97/chamber-1/committee-25","/parliament-97/chamber-1/committee-25.member-180",11262
"11263","McEwen, Bob","OH","Republican","House",0,97,"Standing","173","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",181,25,"/parliament-97/chamber-1/committee-25","/parliament-97/chamber-1/committee-25.member-181",11263
"11264","Wolf, Frank R.","OH","Republican","House",0,97,"Standing","173","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",182,25,"/parliament-97/chamber-1/committee-25","/parliament-97/chamber-1/committee-25.member-182",11264
"11265","Kennelly, Barbara B.","OH","Democratic","House",0,97,"Standing","173","Only",1982-02-24,1983-01-03,"/parliament-97","/parliament-97/chamber-1",183,25,"/parliament-97/chamber-1/committee-25","/parliament-97/chamber-1/committee-25.member-183",11265
"11266","Atkinson, Eugene V.","PA","Republican","House",0,97,"Standing","173","Only",1981-10-14,1983-01-03,"/parliament-97","/parliament-97/chamber-1",184,25,"/parliament-97/chamber-1/committee-25","/parliament-97/chamber-1/committee-25.member-184",11266
"11267","Dowdy, Wayne","MS","Democratic","House",0,97,"Standing","173","Only",1981-12-16,1983-01-03,"/parliament-97","/parliament-97/chamber-1",185,25,"/parliament-97/chamber-1/committee-25","/parliament-97/chamber-1/committee-25.member-185",11267
"11268","Bolling, Richard W.","MO","Democratic","House",0,97,"Standing","176","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",246,26,"/parliament-97/chamber-1/committee-26","/parliament-97/chamber-1/committee-26.member-246",11268
"11269","Pepper, Claude D.","FL","Democratic","House",0,97,"Standing","176","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",247,26,"/parliament-97/chamber-1/committee-26","/parliament-97/chamber-1/committee-26.member-247",11269
"11270","Long, Gillis W.","LA","Democratic","House",2,97,"Standing","176","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",248,26,"/parliament-97/chamber-1/committee-26","/parliament-97/chamber-1/committee-26.member-248",11270
"11271","Moakley, John Joseph","LA","Democratic","House",0,97,"Standing","176","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",249,26,"/parliament-97/chamber-1/committee-26","/parliament-97/chamber-1/committee-26.member-249",11271
"11272","Chisholm, Shirley A.","NY","Democratic","House",0,97,"Standing","176","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",250,26,"/parliament-97/chamber-1/committee-26","/parliament-97/chamber-1/committee-26.member-250",11272
"11273","Zeferetti, Leo C.","NY","Democratic","House",0,97,"Standing","176","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",251,26,"/parliament-97/chamber-1/committee-26","/parliament-97/chamber-1/committee-26.member-251",11273
"11274","Derrick, Butler C. Jr.","SC","Democratic","House",0,97,"Standing","176","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",252,26,"/parliament-97/chamber-1/committee-26","/parliament-97/chamber-1/committee-26.member-252",11274
"11275","Beilenson, Anthony C.","CA","Democratic","House",0,97,"Standing","176","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",253,26,"/parliament-97/chamber-1/committee-26","/parliament-97/chamber-1/committee-26.member-253",11275
"11276","Frost, J. Martin III","TX","Democratic","House",0,97,"Standing","176","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",254,26,"/parliament-97/chamber-1/committee-26","/parliament-97/chamber-1/committee-26.member-254",11276
"11277","Bonior, David E.","MI","Democratic","House",0,97,"Standing","176","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",255,26,"/parliament-97/chamber-1/committee-26","/parliament-97/chamber-1/committee-26.member-255",11277
"11278","Hall, Tony P.","OH","Democratic","House",0,97,"Standing","176","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",256,26,"/parliament-97/chamber-1/committee-26","/parliament-97/chamber-1/committee-26.member-256",11278
"11279","Quillen, James H.","TN","Republican","House",0,97,"Standing","176","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",257,26,"/parliament-97/chamber-1/committee-26","/parliament-97/chamber-1/committee-26.member-257",11279
"11280","Latta, Delbert L.","OH","Republican","House",0,97,"Standing","176","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",258,26,"/parliament-97/chamber-1/committee-26","/parliament-97/chamber-1/committee-26.member-258",11280
"11281","Lott, Trent","MS","Republican","House",0,97,"Standing","176","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",259,26,"/parliament-97/chamber-1/committee-26","/parliament-97/chamber-1/committee-26.member-259",11281
"11282","Taylor, Gene (MO)","MO","Republican","House",0,97,"Standing","176","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",260,26,"/parliament-97/chamber-1/committee-26","/parliament-97/chamber-1/committee-26.member-260",11282
"11283","Rhodes, John J.","AZ","Republican","House",0,97,"Standing","176","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",261,26,"/parliament-97/chamber-1/committee-26","/parliament-97/chamber-1/committee-26.member-261",11283
"11284","Dellums, Ronald V.","CA","Democratic","House",0,97,"Standing","120","Only",1981-01-28,1983-01-03,"/parliament-97","/parliament-97/chamber-1",427,8,"/parliament-97/chamber-1/committee-8","/parliament-97/chamber-1/committee-8.member-427",11284
