,date
4298,12/22/2018
4299,12/24/2018
4300,12/27/2018
4301,12/31/2018
4302,1/2/2019
4303,1/3/2019
4304,1/4/2019
4305,1/8/2019
4306,1/9/2019
4307,1/10/2019
4308,1/11/2019
4309,1/14/2019
4310,1/15/2019
4311,1/16/2019
4312,1/17/2019
4313,1/18/2019
4314,1/19/2019
4315,1/22/2019
4316,1/23/2019
4317,1/24/2019
4318,1/25/2019
4319,1/28/2019
4320,1/29/2019
4321,1/30/2019
4322,1/31/2019
4323,2/4/2019
4324,2/5/2019
4325,2/6/2019
4326,2/7/2019
4327,2/8/2019
4328,2/11/2019
4329,2/12/2019
4330,2/13/2019
4331,2/14/2019
4332,2/15/2019
4333,2/19/2019
4334,2/21/2019
4335,2/22/2019
4336,2/25/2019
4337,2/26/2019
4338,2/27/2019
4339,2/28/2019
4340,3/4/2019
4341,3/5/2019
4342,3/6/2019
4343,3/7/2019
4344,3/8/2019
4345,3/11/2019
4346,3/12/2019
4347,3/13/2019
4348,3/14/2019
4349,3/15/2019
4350,3/18/2019
4351,3/19/2019
4352,3/21/2019
4353,3/25/2019
4354,3/26/2019
4355,3/27/2019
4356,3/28/2019
4357,3/29/2019
4358,4/1/2019
4359,4/2/2019
4360,4/3/2019
4361,4/4/2019
4362,4/8/2019
4363,4/9/2019
4364,4/10/2019
4365,4/11/2019
4366,4/12/2019
4367,4/15/2019
4368,4/18/2019
4369,4/22/2019
4370,4/25/2019
4371,4/29/2019
4372,4/30/2019
4373,04/31/2019
4374,5/1/2019
4375,5/2/2019
4376,5/3/2019
4377,5/6/2019
4378,5/7/2019
4379,5/8/2019
4380,5/9/2019
4381,5/10/2019
4382,5/13/2019
4383,5/14/2019
4384,5/15/2019
4385,5/16/2019
4386,5/17/2019
4387,5/20/2019
4388,5/21/2019
4389,5/22/2019
4390,5/23/2019
4391,5/24/2019
4392,5/28/2019
4393,5/30/2019
4394,5/31/2019
4395,6/3/2019
4396,6/4/2019
4397,6/5/2019
4398,6/6/2019
4399,6/10/2019
4400,6/11/2019
4401,6/12/2019
4402,6/13/2019
4403,6/14/2019
4404,6/17/2019
4405,6/18/2019
4406,6/19/2019
4407,6/20/2019
4408,6/21/2019
4409,6/24/2019
4410,6/25/2019
4411,6/26/2019
4412,6/27/2019
4413,6/28/2019
4414,7/2/2019
4415,7/5/2019
4416,7/8/2019
4417,7/9/2019
4418,7/10/2019
4419,7/11/2019
4420,7/12/2019
4421,7/15/2019
4422,7/16/2019
4423,7/17/2019
4424,7/18/2019
4425,7/19/2019
4426,7/22/2019
4427,7/23/2019
4428,7/24/2019
4429,7/25/2019
4430,7/26/2019
4431,7/29/2019
4432,7/30/2019
4433,7/31/2019
4434,8/1/2019
4435,8/2/2019
4436,8/6/2019
4437,8/9/2019
4438,8/13/2019
4439,8/16/2019
4440,8/20/2019
4441,8/23/2019
4442,8/27/2019
4443,8/30/2019
4444,9/3/2019
4445,9/6/2019
4446,9/9/2019
4447,9/10/2019
4448,9/11/2019
4449,9/12/2019
4450,9/13/2019
4451,9/16/2019
4452,9/17/2019
4453,9/18/2019
4454,9/19/2019
4455,9/20/2019
4456,9/23/2019
4457,9/24/2019
4458,9/25/2019
4459,9/26/2019
4460,9/27/2019
4461,09/31/2019
4462,10/1/2019
4463,10/4/2019
4464,10/8/2019
4465,10/11/2019
4466,10/15/2019
4467,10/16/2019
4468,10/17/2019
4469,10/18/2019
4470,10/21/2019
4471,10/22/2019
4472,10/23/2019
4473,10/24/2019
4474,10/28/2019
4475,10/29/2019
4476,10/30/2019
4477,10/31/2019
4478,11/1/2019
4479,11/4/2019
4480,11/5/2019
4481,11/6/2019
4482,11/7/2019
4483,11/8/2019
4484,11/12/2019
4485,11/13/2019
4486,11/14/2019
4487,11/15/2019
4488,11/18/2019
4489,11/19/2019
4490,11/20/2019
4491,11/21/2019
4492,11/22/2019
4493,11/26/2019
4494,11/29/2019
4495,12/2/2019
4496,12/3/2019
4497,12/4/2019
4498,12/5/2019
4499,12/6/2019
4500,12/9/2019
4501,12/10/2019
4502,12/11/2019
4503,12/12/2019
4504,12/13/2019
4505,12/14/2019
4506,12/15/2019
4507,12/16/2019
4508,12/17/2019
4509,12/18/2019
4510,12/19/2019
4511,12/23/2019
4512,12/26/2019
4513,12/30/2019
4514,1/2/2020
4515,1/3/2020
4516,1/6/2020
4517,1/7/2020
4518,1/8/2020
4519,1/9/2020
4520,1/10/2020
4521,1/13/2020
4522,1/14/2020
4523,1/15/2020
4524,1/16/2020
4525,1/17/2020
4526,1/21/2020
4527,1/22/2020
4528,1/23/2020
4529,1/24/2020
4530,1/25/2020
4531,1/27/2020
4532,1/28/2020
4533,1/29/2020
4534,1/30/2020
4535,1/31/2020
4536,2/3/2020
4537,2/4/2020
4538,2/5/2020
4539,2/6/2020
4540,2/7/2020
4541,2/10/2020
4542,2/11/2020
4543,2/12/2020
4544,2/13/2020
4545,2/14/2020
4546,2/17/2020
4547,2/18/2020
4548,2/20/2020
4549,2/21/2020
4550,2/24/2020
4551,2/25/2020
4552,2/26/2020
4553,2/27/2020
4554,2/28/2020
4555,02/31/2020
4556,3/2/2020
4557,3/3/2020
4558,3/4/2020
4559,3/5/2020
4560,3/9/2020
4561,3/10/2020
4562,3/11/2020
4563,3/12/2020
4564,3/13/2020
4565,3/16/2020
4566,3/17/2020
4567,3/18/2020
4568,3/19/2020
4569,3/20/2020
4570,3/21/2020
4571,3/22/2020
4572,3/23/2020
4573,3/24/2020
4574,3/25/2020
4575,3/26/2020
4576,3/27/2020
4577,3/30/2020
4578,3/31/2020
4579,4/2/2020
4580,4/3/2020
4581,4/6/2020
4582,4/7/2020
4583,4/9/2020
4584,4/10/2020
4585,4/13/2020
4586,4/14/2020
4587,4/16/2020
4588,4/17/2020
4589,4/20/2020
4590,4/21/2020
4591,4/22/2020
4592,4/23/2020
4593,4/24/2020
4594,4/27/2020
4595,4/28/2020
4596,4/30/2020
4597,04/31/2020
4598,5/1/2020
4599,5/4/2020
4600,5/5/2020
4601,5/6/2020
4602,5/7/2020
4603,5/8/2020
4604,5/11/2020
4605,5/12/2020
4606,5/13/2020
4607,5/14/2020
